"시점",전국,전국,전국,서울특별시,서울특별시,서울특별시,부산광역시,부산광역시,부산광역시,대구광역시,대구광역시,대구광역시,인천광역시,인천광역시,인천광역시,광주광역시,광주광역시,광주광역시,대전광역시,대전광역시,대전광역시,울산광역시,울산광역시,울산광역시,세종특별자치시,세종특별자치시,세종특별자치시,경기도,경기도,경기도,강원도,강원도,강원도,충청북도,충청북도,충청북도,충청남도,충청남도,충청남도,전라북도,전라북도,전라북도,전라남도,전라남도,전라남도,경상북도,경상북도,경상북도,경상남도,경상남도,경상남도,제주특별자치도,제주특별자치도,제주특별자치도
"시점",계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명),계 (명),남자 (명),여자 (명)
"2002.06",37575,19888,17687,7737,4102,3635,2346,1278,1068,1779,907,872,2050,1046,1004,1184,614,570,1186,651,535,893,481,412,-,-,-,8886,4643,4243,1186,615,571,1169,624,545,1376,728,648,1391,732,659,1442,764,678,2009,1128,881,2439,1306,1133,502,269,233
"2002.07",40361,21274,19087,8336,4425,3911,2477,1259,1218,2021,1094,927,2115,1107,1008,1241,631,610,1269,657,612,941,508,433,-,-,-,9380,4903,4477,1226,617,609,1236,667,569,1548,830,718,1602,852,750,1564,827,737,2189,1162,1027,2707,1456,1251,509,279,230
"2002.08",39751,20861,18890,8161,4265,3896,2460,1274,1186,1950,1050,900,2120,1067,1053,1287,670,617,1269,657,612,909,478,431,-,-,-,9309,4897,4412,1244,645,599,1240,638,602,1507,827,680,1550,806,744,1531,789,742,2073,1095,978,2581,1404,1177,560,299,261
"2002.09",39615,20727,18888,8004,4206,3798,2521,1307,1214,1914,1014,900,2126,1101,1025,1283,662,621,1250,625,625,919,486,433,-,-,-,9466,4896,4570,1203,625,578,1222,628,594,1507,776,731,1504,807,697,1514,763,751,2025,1140,885,2642,1409,1233,515,282,233
"2002.10",39458,20432,19026,8064,4168,3896,2444,1257,1187,1946,1010,936,2140,1087,1053,1259,655,604,1284,675,609,957,505,452,-,-,-,9318,4768,4550,1183,621,562,1198,645,553,1472,762,710,1546,822,724,1509,773,736,1987,1041,946,2648,1379,1269,503,264,239
"2002.11",37921,19617,18304,7818,3971,3847,2273,1182,1091,1882,995,887,1992,1005,987,1210,627,583,1194,604,590,919,484,435,-,-,-,9066,4665,4401,1091,555,536,1184,618,566,1451,774,677,1405,755,650,1454,748,706,1936,1003,933,2490,1335,1155,556,296,260
"2002.12",36643,19341,17302,7360,3898,3462,2360,1233,1127,1778,987,791,1961,1007,954,1138,616,522,1149,613,536,869,444,425,-,-,-,8656,4578,4078,1182,614,568,1099,573,526,1435,766,669,1455,751,704,1346,674,672,1889,992,897,2421,1302,1119,545,293,252
"2003.01",45423,23615,21808,9304,4764,4540,2685,1412,1273,2155,1165,990,2484,1279,1205,1579,837,742,1458,783,675,983,528,455,-,-,-,10972,5675,5297,1352,671,681,1398,729,669,1773,907,866,1847,965,882,1761,899,862,2231,1169,1062,2897,1551,1346,544,281,263
"2003.02",41909,21653,20256,8693,4405,4288,2517,1272,1245,2074,1093,981,2309,1182,1127,1424,752,672,1326,719,607,957,510,447,-,-,-,10072,5195,4877,1222,610,612,1199,616,583,1626,871,755,1591,786,805,1596,825,771,2165,1158,1007,2593,1391,1202,545,268,277
"2003.03",45972,23869,22103,9181,4679,4502,2780,1462,1318,2294,1192,1102,2476,1275,1201,1424,753,671,1512,759,753,1061,552,509,-,-,-,11412,5937,5475,1312,674,638,1305,678,627,1741,920,821,1703,876,827,1638,877,761,2507,1341,1166,3007,1578,1429,619,316,303
"2003.04",43040,22318,20722,8581,4466,4115,2721,1447,1274,2158,1123,1035,2429,1233,1196,1360,690,670,1358,683,675,1070,599,471,-,-,-,10406,5403,5003,1314,705,609,1222,625,597,1604,823,781,1524,781,743,1588,799,789,2264,1180,1084,2909,1490,1419,532,271,261
"2003.05",41132,21523,19609,8541,4437,4104,2483,1309,1174,2051,1083,968,2388,1238,1150,1336,753,583,1252,616,636,1025,547,478,-,-,-,9739,5087,4652,1189,609,580,1182,632,550,1520,788,732,1531,757,774,1498,781,717,2066,1074,992,2765,1515,1250,566,297,269
"2003.06",36879,19398,17481,7618,3920,3698,2228,1182,1046,1778,961,817,1918,1008,910,1127,596,531,1210,651,559,855,482,373,-,-,-,8895,4672,4223,1157,615,542,1084,560,524,1441,761,680,1428,755,673,1351,733,618,1881,942,939,2420,1291,1129,488,269,219
"2003.07",38008,19820,18188,7769,4104,3665,2245,1143,1102,1851,1014,837,2025,1068,957,1228,643,585,1179,628,551,913,483,430,-,-,-,9258,4715,4543,1112,557,555,1221,626,595,1451,766,685,1448,734,714,1434,778,656,1921,1010,911,2417,1282,1135,536,269,267
"2003.08",38054,19882,18172,7677,3967,3710,2260,1160,1100,1925,1027,898,2099,1083,1016,1204,645,559,1184,623,561,932,514,418,-,-,-,9369,4865,4504,1093,559,534,1108,579,529,1451,747,704,1396,712,684,1404,691,713,1955,1049,906,2487,1370,1117,510,291,219
"2003.09",41645,21861,19784,8360,4294,4066,2543,1366,1177,2114,1115,999,2234,1148,1086,1420,754,666,1316,676,640,1022,539,483,-,-,-,10329,5341,4988,1133,601,532,1226,674,552,1516,774,742,1469,769,700,1578,885,693,2128,1157,971,2694,1456,1238,563,312,251
"2003.10",43345,22451,20894,9001,4615,4386,2715,1431,1284,2209,1171,1038,2322,1213,1109,1360,683,677,1357,680,677,989,510,479,-,-,-,10570,5469,5101,1214,659,555,1364,689,675,1546,788,758,1513,778,735,1630,849,781,2207,1174,1033,2766,1435,1331,582,307,275
"2003.11",40752,21243,19509,8413,4367,4046,2528,1303,1225,2018,1064,954,2163,1103,1060,1285,689,596,1335,688,647,974,535,439,-,-,-,9945,5129,4816,1115,579,536,1185,623,562,1474,784,690,1539,809,730,1480,747,733,2134,1139,995,2615,1383,1232,549,301,248
"2003.12",38877,20094,18783,8089,4173,3916,2412,1263,1149,1886,962,924,1985,984,1001,1207,623,584,1225,637,588,939,483,456,-,-,-,9466,4915,4551,1136,585,551,1156,604,552,1484,755,729,1448,768,680,1375,736,639,1988,996,992,2532,1334,1198,549,276,273
"2004.01",45778,23824,21954,9618,4881,4737,2555,1298,1257,2177,1146,1031,2402,1265,1137,1566,810,756,1489,803,686,1035,553,482,-,-,-,11258,5892,5366,1293,650,643,1409,754,655,1731,891,840,1781,924,857,1821,982,839,2206,1162,1044,2884,1507,1377,553,306,247
"2004.02",41059,21310,19749,8529,4473,4056,2382,1228,1154,2013,1038,975,2192,1138,1054,1323,723,600,1312,666,646,978,495,483,-,-,-,10138,5154,4984,1213,632,581,1263,650,613,1534,785,749,1519,815,704,1533,792,741,2049,1093,956,2551,1354,1197,530,274,256
"2004.03",45422,23611,21811,9278,4803,4475,2783,1459,1324,2311,1240,1071,2435,1249,1186,1427,723,704,1413,740,673,1066,539,527,-,-,-,11134,5768,5366,1360,711,649,1343,711,632,1733,886,847,1625,817,808,1673,878,795,2257,1188,1069,3008,1605,1403,576,294,282
"2004.04",40611,21057,19554,8564,4432,4132,2414,1249,1165,1992,1040,952,2053,1051,1002,1215,633,582,1233,654,579,940,516,424,-,-,-,10110,5232,4878,1151,571,580,1173,614,559,1529,774,755,1429,711,718,1454,731,723,2193,1158,1035,2641,1416,1225,520,275,245
"2004.05",38933,20258,18675,8086,4134,3952,2348,1218,1130,1918,1040,878,2083,1078,1005,1173,606,567,1201,641,560,879,475,404,-,-,-,9628,4995,4633,1154,606,548,1176,647,529,1570,797,773,1346,695,651,1464,779,685,1888,989,899,2510,1278,1232,509,280,229
"2004.06",36086,18778,17308,7608,3912,3696,2146,1089,1057,1665,888,777,1935,977,958,1078,573,505,1169,566,603,887,472,415,-,-,-,8867,4615,4252,1048,571,477,1041,528,513,1416,763,653,1346,708,638,1320,698,622,1774,953,821,2334,1232,1102,452,233,219
"2004.07",38031,19949,18082,7965,4103,3862,2243,1150,1093,1828,948,880,2048,1074,974,1130,610,520,1162,609,553,854,484,370,-,-,-,9247,4779,4468,1163,622,541,1212,629,583,1459,773,686,1425,735,690,1385,745,640,1948,1076,872,2461,1353,1108,501,259,242
"2004.08",38324,19952,18372,7970,4101,3869,2240,1179,1061,1952,1035,917,2003,1083,920,1183,593,590,1241,644,597,905,496,409,-,-,-,9399,4839,4560,1108,581,527,1186,641,545,1568,821,747,1341,667,674,1401,736,665,1814,938,876,2515,1332,1183,498,266,232
"2004.09",39238,20427,18811,8238,4234,4004,2390,1236,1154,1880,991,889,2024,1041,983,1205,615,590,1208,655,553,944,481,463,-,-,-,9766,5084,4682,1085,571,514,1205,617,588,1593,849,744,1378,733,645,1370,709,661,1884,998,886,2573,1351,1222,495,262,233
"2004.10",40855,21238,19617,8686,4533,4153,2345,1210,1135,2033,1026,1007,2143,1077,1066,1198,609,589,1350,687,663,957,526,431,-,-,-,10129,5226,4903,1149,608,541,1184,597,587,1624,853,771,1415,721,694,1390,752,638,2043,1108,935,2698,1430,1268,511,275,236
"2004.11",37432,19248,18184,7934,4051,3883,2227,1100,1127,1832,945,887,1935,985,950,1170,590,580,1194,656,538,893,469,424,-,-,-,9446,4822,4624,1032,534,498,1077,559,518,1465,761,704,1337,703,634,1236,639,597,1770,912,858,2435,1285,1150,449,237,212
"2004.12",35189,18183,17006,7352,3796,3556,2158,1119,1039,1658,864,794,1839,945,894,1061,548,513,1052,521,531,813,427,386,-,-,-,8690,4447,4243,1020,554,466,1062,539,523,1418,729,689,1315,652,663,1209,625,584,1727,902,825,2312,1252,1060,503,263,240
"2005.01",41354,21438,19916,8701,4496,4205,2349,1193,1156,1857,994,863,2168,1157,1011,1355,702,653,1468,779,689,953,527,426,-,-,-,10120,5184,4936,1209,623,586,1272,623,649,1639,838,801,1632,869,763,1572,789,783,2029,1082,947,2571,1351,1220,459,231,228
"2005.02",35810,18362,17448,7462,3752,3710,2118,1098,1020,1697,844,853,1792,918,874,1145,601,544,1099,553,546,817,434,383,-,-,-,8888,4532,4356,1063,541,522,1089,552,537,1405,741,664,1284,684,600,1328,696,632,1818,956,862,2335,1199,1136,470,261,209
"2005.03",41052,21242,19810,8513,4347,4166,2447,1284,1163,2000,1076,924,2100,1084,1016,1272,660,612,1334,702,632,965,526,439,-,-,-,10065,5141,4924,1152,592,560,1254,686,568,1650,807,843,1481,770,711,1548,765,783,2076,1111,965,2634,1389,1245,561,302,259
"2005.04",36605,18929,17676,7526,3910,3616,2077,1072,1005,1813,956,857,1839,939,900,1121,585,536,1104,548,556,875,462,413,-,-,-,9168,4750,4418,1055,543,512,1115,582,533,1448,721,727,1319,690,629,1337,679,658,1897,951,946,2447,1292,1155,464,249,215
"2005.05",35983,18833,17150,7431,3888,3543,2144,1106,1038,1695,912,783,1819,950,869,1065,562,503,1164,610,554,848,464,384,-,-,-,9031,4602,4429,1034,549,485,1041,552,489,1419,779,640,1265,672,593,1261,673,588,1950,1046,904,2344,1214,1130,472,254,218
"2005.06",33725,17466,16259,6763,3412,3351,2052,1052,1000,1577,806,771,1813,970,843,975,518,457,1096,592,504,814,419,395,-,-,-,8462,4356,4106,1008,552,456,934,502,432,1354,708,646,1248,671,577,1277,685,592,1694,849,845,2199,1133,1066,459,241,218
"2005.07",34658,18237,16421,7102,3747,3355,1898,961,937,1660,886,774,1803,932,871,1100,590,510,1110,585,525,808,431,377,-,-,-,8852,4654,4198,954,510,444,1021,532,489,1355,730,625,1261,679,582,1260,645,615,1795,936,859,2205,1143,1062,474,276,198
"2005.08",36003,18774,17229,7382,3858,3524,2158,1129,1029,1726,925,801,1995,993,1002,1012,522,490,1132,598,534,872,472,400,-,-,-,8978,4673,4305,1090,545,545,1096,574,522,1516,786,730,1267,653,614,1232,638,594,1794,944,850,2302,1229,1073,451,235,216
"2005.09",37413,19267,18146,7700,3926,3774,2224,1095,1129,1782,905,877,1971,967,1004,1137,596,541,1145,591,554,960,500,460,-,-,-,9321,4790,4531,1112,596,516,1163,590,573,1429,734,695,1316,683,633,1249,656,593,1879,1002,877,2540,1370,1170,485,266,219
"2005.10",37283,19243,18040,7701,3994,3707,2154,1156,998,1765,910,855,1925,981,944,1098,573,525,1163,617,546,909,447,462,-,-,-,9499,4893,4606,1035,528,507,1117,585,532,1519,791,728,1310,660,650,1251,615,636,1919,985,934,2408,1243,1165,510,265,245
"2005.11",35737,18585,17152,7395,3828,3567,2071,1071,1000,1684,887,797,1965,1014,951,1126,583,543,1103,559,544,789,397,392,-,-,-,8913,4623,4290,1015,531,484,1064,533,531,1412,736,676,1294,685,609,1342,697,645,1799,975,824,2302,1234,1068,463,232,231
"2005.12",33084,17216,15868,6792,3521,3271,1989,1072,917,1548,827,721,1836,980,856,921,479,442,1032,492,540,859,484,375,-,-,-,8236,4356,3880,930,454,476,998,519,479,1375,649,726,1068,574,494,1161,572,589,1689,894,795,2184,1112,1072,466,231,235
"2006.01",40692,21010,19682,8349,4281,4068,2291,1200,1091,1832,955,877,2149,1108,1041,1360,711,649,1349,717,632,935,489,446,-,-,-,10110,5218,4892,1180,601,579,1262,655,607,1719,887,832,1537,783,754,1501,754,747,2025,1058,967,2603,1325,1278,490,268,222
"2006.02",37522,19319,18203,7792,4040,3752,2183,1091,1092,1650,814,836,1939,983,956,1163,605,558,1155,600,555,884,456,428,-,-,-,9456,4858,4598,1066,541,525,1101,573,528,1488,774,714,1330,689,641,1363,677,686,1892,1007,885,2572,1365,1207,488,246,242
"2006.03",41209,21481,19728,8680,4550,4130,2339,1179,1160,1947,1045,902,2026,1080,946,1264,656,608,1391,741,650,956,500,456,-,-,-,10446,5430,5016,1209,606,603,1135,581,554,1659,828,831,1418,746,672,1467,745,722,2110,1141,969,2643,1377,1266,519,276,243
"2006.04",37666,19466,18200,7897,4092,3805,2200,1195,1005,1717,924,793,2026,1017,1009,1142,588,554,1197,602,595,876,446,430,-,-,-,9505,4864,4641,1003,528,475,1108,562,546,1605,827,778,1275,672,603,1348,708,640,1873,955,918,2429,1248,1181,465,238,227
"2006.05",37740,19564,18176,7779,4004,3775,2195,1087,1108,1697,903,794,1976,1030,946,1178,606,572,1178,624,554,911,480,431,-,-,-,9671,4992,4679,1042,556,486,1145,560,585,1551,815,736,1259,644,615,1350,699,651,1857,1004,853,2491,1320,1171,460,240,220
"2006.06",35347,18364,16983,7354,3808,3546,2024,1036,988,1576,832,744,1839,940,899,1029,549,480,1159,611,548,863,479,384,-,-,-,9149,4714,4435,912,475,437,1038,564,474,1455,765,690,1223,615,608,1217,626,591,1782,904,878,2273,1203,1070,454,243,211
"2006.07",35154,18308,16846,7149,3744,3405,1955,1040,915,1547,807,740,1956,992,964,1031,539,492,1121,592,529,825,454,371,-,-,-,8931,4623,4308,1001,541,460,1099,563,536,1444,757,687,1275,646,629,1270,648,622,1737,897,840,2334,1204,1130,479,261,218
"2006.08",37457,19473,17984,7759,3979,3780,2155,1136,1019,1726,889,837,1983,997,986,1079,563,516,1191,612,579,921,473,448,-,-,-,9559,4949,4610,1045,580,465,1132,602,530,1517,815,702,1323,708,615,1284,669,615,1812,977,835,2479,1265,1214,492,259,233
"2006.09",38471,20015,18456,7913,4082,3831,2184,1162,1022,1769,923,846,2005,1059,946,1190,651,539,1232,653,579,945,488,457,-,-,-,9834,5110,4724,1048,537,511,1116,558,558,1605,841,764,1317,685,632,1326,681,645,1953,1018,935,2501,1291,1210,533,276,257
"2006.10",38556,19867,18689,8050,4126,3924,2299,1171,1128,1756,925,831,2012,1026,986,1183,636,547,1214,631,583,902,472,430,-,-,-,9896,5046,4850,1025,553,472,1102,558,544,1574,776,798,1253,634,619,1294,661,633,1986,1072,914,2527,1325,1202,483,255,228
"2006.11",37110,19238,17872,7754,4035,3719,2118,1065,1053,1658,846,812,1979,1059,920,1055,540,515,1193,648,545,870,461,409,-,-,-,9622,5041,4581,972,500,472,1077,526,551,1534,787,747,1241,620,621,1322,672,650,1805,928,877,2411,1252,1159,499,258,241
"2006.12",34835,18005,16830,7446,3779,3667,1938,961,977,1485,772,713,1821,942,879,1005,517,488,1109,560,549,852,471,381,-,-,-,8932,4680,4252,952,485,467,1051,534,517,1474,773,701,1120,570,550,1163,622,541,1735,889,846,2261,1204,1057,491,246,245
"2007.01",43704,22585,21119,9069,4659,4410,2416,1256,1160,1866,991,875,2283,1206,1077,1376,707,669,1395,715,680,1013,517,496,-,-,-,11086,5692,5394,1230,633,597,1263,639,624,1783,932,851,1661,866,795,1687,865,822,2146,1128,1018,2874,1494,1380,556,285,271
"2007.02",39485,20361,19124,8052,4145,3907,2186,1123,1063,1780,951,829,2094,1072,1022,1236,639,597,1249,640,609,955,488,467,-,-,-,10122,5132,4990,1135,618,517,1168,614,554,1639,832,807,1417,744,673,1416,738,678,2032,1085,947,2537,1306,1231,467,234,233
"2007.03",43578,22234,21344,8879,4543,4336,2476,1242,1234,1941,929,1012,2312,1151,1161,1311,659,652,1412,697,715,1031,556,475,-,-,-,11222,5786,5436,1160,602,558,1286,629,657,1786,925,861,1512,762,750,1544,815,729,2272,1123,1149,2844,1509,1335,590,306,284
"2007.04",40290,20696,19594,8350,4287,4063,2260,1200,1060,1810,948,862,2183,1122,1061,1238,625,613,1329,671,658,943,490,453,-,-,-,10149,5123,5026,1161,609,552,1223,632,591,1586,783,803,1438,750,688,1434,763,671,2058,1071,987,2643,1370,1273,485,252,233
"2007.05",39913,20593,19320,8049,4112,3937,2302,1201,1101,1817,932,885,2079,1068,1011,1153,593,560,1234,648,586,1017,532,485,-,-,-,10212,5337,4875,1118,572,546,1233,638,595,1644,872,772,1373,669,704,1409,733,676,2064,1062,1002,2763,1391,1372,446,233,213
"2007.06",37112,19170,17942,7605,3906,3699,2101,1077,1024,1700,887,813,2000,1042,958,1142,615,527,1202,614,588,890,455,435,-,-,-,9268,4733,4535,1014,533,481,1159,609,550,1547,797,750,1274,680,594,1366,710,656,1906,993,913,2468,1307,1161,470,212,258
"2007.07",39522,20545,18977,8119,4250,3869,2242,1198,1044,1728,871,857,2188,1139,1049,1131,600,531,1244,637,607,951,525,426,-,-,-,10088,5220,4868,1091,576,515,1174,608,566,1702,881,821,1330,694,636,1367,693,674,1993,1059,934,2639,1326,1313,535,268,267
"2007.08",44041,22486,21555,8813,4542,4271,2551,1272,1279,2047,1022,1025,2358,1223,1135,1278,678,600,1409,702,707,1033,541,492,-,-,-,11317,5740,5577,1227,639,588,1305,665,640,1884,970,914,1528,795,733,1515,762,753,2172,1082,1090,3044,1577,1467,560,276,284
"2007.09",44871,23290,21581,9153,4700,4453,2605,1320,1285,2031,1061,970,2390,1248,1142,1320,709,611,1368,717,651,1074,558,516,-,-,-,11498,5996,5502,1225,639,586,1362,717,645,1882,971,911,1567,805,762,1629,850,779,2172,1103,1069,3059,1601,1458,536,295,241
"2007.10",45722,23499,22223,9265,4746,4519,2689,1363,1326,1995,1051,944,2488,1281,1207,1347,666,681,1493,771,722,1101,564,537,-,-,-,11594,5920,5674,1270,666,604,1465,753,712,1858,943,915,1583,813,770,1613,846,767,2327,1195,1132,3102,1652,1450,532,269,263
"2007.11",41865,21487,20378,8465,4376,4089,2476,1292,1184,1876,976,900,2254,1175,1079,1234,648,586,1349,677,672,1046,506,540,-,-,-,10704,5388,5316,1097,559,538,1266,686,580,1727,898,829,1419,755,664,1525,790,735,2097,1080,1017,2831,1402,1429,499,279,220
"2007.12",36719,18926,17793,7430,3873,3557,2122,1099,1023,1704,852,852,2083,1017,1066,1044,552,492,1096,564,532,901,446,455,-,-,-,9388,4876,4512,962,477,485,1098,544,554,1592,855,737,1126,573,553,1339,680,659,1823,958,865,2509,1295,1214,502,265,237
"2008.01",46747,24046,22701,9630,4999,4631,2615,1327,1288,2075,1070,1005,2417,1232,1185,1450,739,711,1562,803,759,1075,574,501,-,-,-,12005,6167,5838,1275,648,627,1410,730,680,1941,973,968,1700,876,824,1698,855,843,2318,1198,1120,3033,1569,1464,543,286,257
"2008.02",39495,20298,19197,8097,4242,3855,2174,1089,1085,1765,902,863,2074,1064,1010,1212,640,572,1226,633,593,929,459,470,-,-,-,10234,5281,4953,1079,538,541,1190,604,586,1707,870,837,1344,685,659,1395,717,678,1968,1011,957,2636,1342,1294,465,221,244
"2008.03",41318,21386,19932,8411,4376,4035,2387,1210,1177,1804,928,876,2328,1210,1118,1240,631,609,1255,628,627,999,531,468,-,-,-,10531,5510,5021,1130,589,541,1275,653,622,1670,853,817,1391,709,682,1503,751,752,2151,1145,1006,2740,1398,1342,503,264,239
"2008.04",38783,20090,18693,7861,4090,3771,2224,1161,1063,1799,942,857,2149,1095,1054,1122,578,544,1253,626,627,962,517,445,-,-,-,9878,5123,4755,956,466,490,1140,578,562,1631,836,795,1352,702,650,1348,686,662,2034,1047,987,2660,1427,1233,414,216,198
"2008.05",37598,19459,18139,7628,3876,3752,2130,1092,1038,1657,871,786,2086,1110,976,1087,545,542,1233,626,607,904,481,423,-,-,-,9710,5048,4662,961,500,461,1110,571,539,1682,852,830,1290,706,584,1294,688,606,1908,946,962,2493,1317,1176,425,230,195
"2008.06",35035,17998,17037,7187,3663,3524,1934,1013,921,1563,829,734,1884,923,961,1075,547,528,1137,581,556,888,449,439,-,-,-,8984,4623,4361,962,483,479,1085,571,514,1492,785,707,1119,585,534,1244,652,592,1756,916,840,2311,1170,1141,414,208,206
"2008.07",38042,19602,18440,7690,3961,3729,2200,1096,1104,1682,887,795,2091,1112,979,1171,601,570,1161,609,552,940,483,457,-,-,-,9697,5004,4693,1081,549,532,1162,605,557,1542,790,752,1293,657,636,1375,686,689,1958,1068,890,2522,1249,1273,477,245,232
"2008.08",37787,19425,18362,7622,3855,3767,2225,1135,1090,1628,877,751,2017,1026,991,1215,605,610,1268,673,595,918,484,434,-,-,-,9670,4894,4776,964,510,454,1143,591,552,1612,836,776,1324,679,645,1342,718,624,1856,975,881,2546,1343,1203,437,224,213
"2008.09",40037,20409,19628,8077,4138,3939,2268,1136,1132,1718,899,819,2181,1118,1063,1116,560,556,1318,668,650,1005,564,441,-,-,-,10418,5210,5208,1044,557,487,1195,629,566,1716,865,851,1412,725,687,1350,692,658,1930,963,967,2775,1429,1346,514,256,258
"2008.10",39886,20610,19276,8175,4175,4000,2307,1174,1133,1794,935,859,2187,1144,1043,1168,620,548,1248,668,580,1006,514,492,-,-,-,10210,5246,4964,1010,506,504,1167,604,563,1682,868,814,1316,687,629,1300,677,623,2025,1066,959,2793,1472,1321,498,254,244
"2008.11",36473,19010,17463,7348,3819,3529,2185,1128,1057,1560,806,754,2001,1029,972,1063,519,544,1180,629,551,890,455,435,-,-,-,9250,4818,4432,959,488,471,1123,613,510,1561,835,726,1215,630,585,1274,677,597,1875,1003,872,2532,1330,1202,457,231,226
"2008.12",34691,17786,16905,7010,3632,3378,2021,1045,976,1517,769,748,1950,965,985,971,488,483,1015,529,486,849,426,423,-,-,-,8810,4456,4354,952,479,473,1064,568,496,1513,775,738,1122,604,518,1240,636,604,1759,900,859,2452,1265,1187,446,249,197
"2009.01",44149,22859,21290,8952,4590,4362,2411,1272,1139,1882,982,900,2434,1287,1147,1396,734,662,1441,761,680,1052,544,508,-,-,-,11226,5806,5420,1179,601,578,1391,729,662,1877,960,917,1629,845,784,1692,863,829,2189,1164,1025,2878,1434,1444,520,287,233
"2009.02",36681,18868,17813,7240,3697,3543,2099,1043,1056,1571,854,717,2020,1041,979,1088,554,534,1146,597,549,946,491,455,-,-,-,9417,4810,4607,1041,561,480,1102,587,515,1552,814,738,1258,624,634,1310,662,648,1933,988,945,2558,1340,1218,400,205,195
"2009.03",39834,20587,19247,7912,4000,3912,2222,1167,1055,1697,852,845,2257,1166,1091,1163,606,557,1260,689,571,974,509,465,-,-,-,10252,5327,4925,1080,552,528,1242,649,593,1676,886,790,1389,714,675,1393,713,680,2018,1048,970,2754,1424,1330,545,285,260
"2009.04",37539,19560,17979,7665,3972,3693,2082,1116,966,1668,884,784,2092,1097,995,1111,553,558,1123,574,549,901,470,431,-,-,-,9535,4945,4590,1041,534,507,1182,632,550,1613,843,770,1275,695,580,1334,689,645,1914,1000,914,2558,1326,1232,445,230,215
"2009.05",35864,18489,17375,7114,3713,3401,2076,1029,1047,1537,785,752,2012,1032,980,1097,560,537,1082,547,535,931,476,455,-,-,-,9176,4715,4461,968,513,455,1110,577,533,1616,822,794,1240,638,602,1304,662,642,1751,952,799,2431,1267,1164,419,201,218
"2009.06",34122,17476,16646,6883,3551,3332,1934,990,944,1545,794,751,1825,975,850,936,463,473,1039,514,525,869,466,403,-,-,-,8753,4436,4317,935,479,456,1054,541,513,1466,750,716,1161,588,573,1244,625,619,1759,908,851,2280,1185,1095,439,211,228
"2009.07",35779,18533,17246,7187,3699,3488,2051,1034,1017,1597,874,723,1903,1026,877,1019,521,498,1149,585,564,866,467,399,-,-,-,9232,4792,4440,955,454,501,1155,614,541,1527,770,757,1217,639,578,1270,627,643,1797,931,866,2424,1282,1142,430,218,212
"2009.08",36169,18511,17658,7338,3779,3559,2119,1077,1042,1570,823,747,1966,984,982,1063,544,519,1165,581,584,896,465,431,-,-,-,9079,4626,4453,951,489,462,1102,565,537,1596,796,800,1274,651,623,1305,688,617,1784,933,851,2529,1305,1224,432,205,227
"2009.09",38187,19589,18598,7567,3812,3755,2187,1151,1036,1693,881,812,2044,1052,992,1143,590,553,1265,666,599,950,502,448,-,-,-,9827,4962,4865,1032,527,505,1255,646,609,1696,873,823,1263,635,628,1391,742,649,1832,969,863,2633,1350,1283,409,231,178
"2009.10",37737,19519,18218,7686,3908,3778,2138,1134,1004,1700,934,766,2040,1012,1028,1134,612,522,1163,605,558,908,452,456,-,-,-,9736,4983,4753,984,540,444,1106,570,536,1605,846,759,1286,659,627,1317,663,654,1888,990,898,2569,1346,1223,477,265,212
"2009.11",35172,18023,17149,7177,3710,3467,1962,999,963,1522,770,752,1912,1014,898,1047,528,519,1073,558,515,900,473,427,-,-,-,8906,4548,4358,974,489,485,1150,556,594,1516,759,757,1121,582,539,1255,617,638,1801,954,847,2401,1222,1179,455,244,211
"2009.12",33616,17337,16279,6873,3532,3341,1829,940,889,1417,726,691,1874,933,941,904,473,431,1009,520,489,840,425,415,-,-,-,8553,4426,4127,972,506,466,1054,531,523,1517,764,753,1120,577,543,1180,635,545,1707,870,837,2305,1236,1069,462,243,219
"2010.01",42936,22388,20548,8711,4556,4155,2481,1292,1189,1795,953,842,2352,1215,1137,1296,736,560,1312,675,637,1021,536,485,-,-,-,11009,5660,5349,1094,560,534,1341,708,633,1810,938,872,1587,841,746,1634,875,759,2110,1109,1001,2872,1476,1396,511,258,253
"2010.02",36639,18944,17695,7298,3765,3533,2053,1065,988,1606,819,787,2034,1028,1006,1083,564,519,1178,594,584,894,494,400,-,-,-,9293,4799,4494,988,532,456,1181,635,546,1540,806,734,1274,657,617,1304,672,632,1898,996,902,2595,1304,1291,420,214,206
"2010.03",40975,21209,19766,8347,4371,3976,2335,1244,1091,1819,941,878,2215,1137,1078,1236,633,603,1214,604,610,974,516,458,-,-,-,10445,5346,5099,1145,581,564,1258,678,580,1755,888,867,1394,732,662,1479,784,695,2038,1041,997,2814,1447,1367,507,266,241
